elapsed (s),x-axis (g),y-axis (g),z-axis (g),x-axis (T),y-axis (T),z-axis (T),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s),illuminance (lx)
2.656,-0.063,-0.005,1.003,0.0000205,-0.000024188,-0.000012375,-0.061,0.305,0,
2.665,-0.063,-0.005,1.004,0.00002125,-0.000023812,-0.000012,0.183,0.244,-0.183,
2.675,-0.064,-0.005,1.004,0.00002125,-0.00002275,-0.000012813,-0.122,0.427,-0.122,
2.685,-0.064,-0.006,1.005,0.000020187,-0.000023812,-0.000012,0.183,0.122,0,
2.696,-0.063,-0.005,1.005,0.0000205,-0.00002275,-0.000012,0.366,0.183,0,
2.704,-0.062,-0.006,1.006,0.0000205,-0.000023125,-0.000012,-0.305,0,0,
2.715,-0.065,-0.006,1.005,0.000020875,-0.000023812,-0.000011187,-0.61,-0.061,0.122,
2.725,-0.064,-0.004,1.006,0.000019812,-0.000023812,-0.000013188,-0.183,0.244,0,
2.735,-0.063,-0.004,1.005,0.0000205,-0.000023125,-0.000012,-0.061,0.061,-0.061,
2.744,-0.063,-0.005,1.002,0.000020875,-0.000023812,-0.000012813,0.366,-0.122,0.122,
2.754,-0.064,-0.004,1.004,0.000021625,-0.000023438,-0.000012,0.305,0.061,0.244,
2.765,-0.065,-0.004,1.006,0.00002125,-0.000023438,-0.000012,0.244,0.183,0.061,
2.775,-0.063,-0.004,1.005,0.000020187,-0.000023125,-0.000012438,0.183,0,0.122,
2.784,-0.064,-0.005,1.004,0.000020875,-0.000023812,-0.000012,-0.305,0.061,0,
2.794,-0.064,-0.006,1.006,0.000020875,-0.00002275,-0.000011187,-0.427,0,-0.427,
2.804,-0.063,-0.006,1.006,0.000020875,-0.000023812,-0.000012438,0.061,0,0.122,
2.814,-0.063,-0.005,1.004,0.000020875,-0.000023438,-0.000012813,0,0.122,0.122,
2.823,-0.062,-0.005,1.004,0.000020875,-0.000023438,-0.000011625,0.122,0.061,0,
2.833,-0.063,-0.006,1.003,0.000020187,-0.000023812,-0.000012438,-0.244,0.122,0.183,
2.844,-0.064,-0.006,1.004,0.000020187,-0.000023812,-0.000012813,-0.244,0,0.061,
2.854,-0.064,-0.006,1.004,0.000020187,-0.000023812,-0.000012438,-0.061,0.122,0.244,
2.864,-0.064,-0.005,1.003,0.000021625,-0.000023812,-0.000012438,0,0,-0.061,
2.873,-0.063,-0.005,1.004,0.000020187,-0.000023812,-0.000012,-0.061,0.183,-0.183,
2.883,-0.065,-0.005,1.006,0.000021625,-0.000024188,-0.000012,0,0.061,0,
2.893,-0.064,-0.005,1.005,0.000021625,-0.000023438,-0.000012,0,0.122,0.061,
2.904,-0.063,-0.005,1.004,0.000020875,-0.000024562,-0.000012,0,-0.122,0,
2.913,-0.063,-0.006,1.005,0.000020187,-0.00002275,-0.000012438,-0.061,-0.061,-0.122,
2.923,-0.064,-0.004,1.005,0.000020875,-0.000023438,-0.000012813,0.183,0.061,-0.061,
2.933,-0.065,-0.005,1.004,0.0000205,-0.000023812,-0.000012438,0.061,0.244,0,
2.943,-0.063,-0.006,1.004,0.000020875,-0.000023438,-0.000012813,0.305,0.061,-0.122,
2.952,-0.064,-0.006,1.005,0.000020187,-0.000023812,-0.000012813,0.366,0.244,-0.061,
2.962,-0.064,-0.006,1.003,0.00002125,-0.000024188,-0.000012438,0.061,0.183,-0.244,
2.973,-0.064,-0.005,1.003,0.00002125,-0.000023125,-0.000012438,-0.061,0.061,0.061,
2.983,-0.063,-0.005,1.006,0.00002125,-0.000024188,-0.000012,0.061,0.061,0.244,
2.992,-0.064,-0.007,1.003,0.000020187,-0.000024188,-0.000012813,-0.122,0,-0.122,
3.002,-0.064,-0.006,1.004,0.000021625,-0.000023812,-0.000011625,-0.122,0.183,0.122,
3.012,-0.062,-0.005,1.006,0.000021625,-0.00002275,-0.000013625,0.122,0.244,0,
3.022,-0.063,-0.006,1.004,0.0000205,-0.000024562,-0.000012438,0.122,0.061,0,
3.031,-0.064,-0.006,1.004,0.00002125,-0.000024188,-0.000012,0.061,-0.122,0.183,
3.041,-0.063,-0.003,1.005,0.000020875,-0.000024562,-0.000013625,0.366,0.122,0,
3.052,-0.064,-0.005,1.004,0.00002125,-0.000024188,-0.000011625,0.488,0.244,-0.061,
3.062,-0.064,-0.005,1.006,0.00002125,-0.000023812,-0.000011625,0.183,-0.122,0.061,
3.072,-0.065,-0.006,1.004,0.000022,-0.000023125,-0.000012,0.732,0.244,0.122,
3.081,-0.064,-0.005,1.003,0.000019812,-0.000023438,-0.000012813,0.427,0.305,0.122,
3.091,-0.064,-0.005,1.004,0.000020187,-0.00002275,-0.000010375,0.244,0.244,0,
3.101,-0.063,-0.004,1.003,0.000020875,-0.000023125,-0.000012813,-0.122,0.244,0.122,
3.112,-0.064,-0.005,1.004,0.0000205,-0.000023438,-0.000013188,-0.305,0.244,-0.122,
3.121,-0.064,-0.006,1.005,0.00002125,-0.000023125,-0.000012813,-0.244,0,0.061,
3.131,-0.064,-0.006,1.003,0.000021625,-0.000023438,-0.000012813,-0.427,0.061,-0.061,
3.141,-0.063,-0.006,1.005,0.00002125,-0.000023438,-0.000012,-0.244,0.122,0.122,
3.151,-0.065,-0.006,1.004,0.000020875,-0.000023125,-0.000012813,-0.488,-0.122,0.061,
3.16,-0.064,-0.005,1.004,0.000020875,-0.000023812,-0.000012438,0.061,0.244,0,
3.17,-0.065,-0.006,1.004,0.000020875,-0.000023812,-0.000010812,0.122,0.427,-0.183,
3.181,-0.064,-0.005,1.003,0.000020875,-0.000023812,-0.000012,0.122,-0.122,-0.061,
3.191,-0.064,-0.005,1.005,0.000020187,-0.000023438,-0.000011625,0.122,0.244,0.183,
3.2,-0.064,-0.004,1.005,0.000021625,-0.000024562,-0.000012438,0.061,0.122,0,
3.21,-0.064,-0.005,1.002,0.000020187,-0.000023125,-0.000012813,0.427,0,0.183,
3.22,-0.064,-0.005,1.004,0.000022,-0.000023438,-0.000011625,-0.183,0.183,0.305,
3.23,-0.062,-0.005,1.006,0.00002125,-0.000024562,-0.000012438,0.061,0.122,-0.122,
3.239,-0.064,-0.005,1.005,0.00002125,-0.000023125,-0.000012,0.366,-0.122,0.061,
3.249,-0.064,-0.005,1.004,0.000020875,-0.000024188,-0.000012438,0.061,-0.122,-0.061,
3.26,-0.064,-0.004,1.005,0.000020875,-0.000022375,-0.000012438,-0.122,0.061,0,
3.27,-0.064,-0.006,1.004,0.0000205,-0.00002275,-0.000012,0.183,0.061,-0.122,
3.28,-0.064,-0.005,1.005,0.000018688,-0.000024188,-0.000012813,0,-0.061,-0.122,
3.289,-0.063,-0.006,1.004,0.0000205,-0.000023438,-0.000012813,0,0.488,-0.122,
3.299,-0.063,-0.006,1.005,0.000020187,-0.000023438,-0.000012,0.122,-0.122,0,
3.309,-0.063,-0.006,1.004,0.0000205,-0.000023438,-0.000012813,-0.061,0.183,-0.244,
3.32,-0.063,-0.006,1.004,0.000021625,-0.000023438,-0.000012,0.244,0,0,
3.329,-0.063,-0.005,1.004,0.000020187,-0.000023812,-0.000011625,0.061,0.183,0.183,
3.339,-0.063,-0.005,1.005,0.000020875,-0.000023438,-0.000013188,0.305,0.122,0,
3.349,-0.064,-0.005,1.004,0.0000205,-0.000023125,-0.000012813,0.183,0.122,0.122,
3.359,-0.064,-0.003,1.005,0.000020875,-0.000023812,-0.000012813,0.061,0.061,-0.061,
3.368,-0.065,-0.005,1.002,0.000019812,-0.000023438,-0.00001325,-0.183,0.183,-0.122,
3.378,-0.064,-0.005,1.003,0.00002125,-0.000023125,-0.000012438,-0.061,-0.183,0.122,
3.389,-0.064,-0.004,1.006,0.00002125,-0.000023438,-0.000011187,0.061,0.366,-0.061,
3.399,-0.064,-0.004,1.004,0.00002125,-0.000023438,-0.000012438,0.244,0.488,-0.305,
3.408,-0.063,-0.005,1.005,0.000022,-0.000023438,-0.000011187,-0.061,0.122,0.122,
3.418,-0.063,-0.004,1.005,0.0000205,-0.000023812,-0.000012813,0,0,0.061,
3.428,-0.062,-0.004,1.004,0.0000205,-0.000024188,-0.000012,0.061,0.183,0.122,
3.438,-0.064,-0.005,1.004,0.000020187,-0.000023125,-0.000012438,-0.244,0.183,0.183,
3.447,-0.064,-0.005,1.004,0.0000205,-0.00002275,-0.000012813,-0.183,-0.061,-0.244,
3.457,-0.065,-0.005,1.004,0.0000205,-0.000023812,-0.00001325,0.061,-0.183,-0.061,
3.468,-0.064,-0.004,1.004,0.0000205,-0.000023438,-0.000011187,-0.244,0.122,-0.183,
3.478,-0.063,-0.005,1.005,0.00002125,-0.000023812,-0.000013188,-0.122,0.122,-0.122,
3.488,-0.064,-0.005,1.003,0.0000205,-0.000023812,-0.000012813,-0.061,0.427,-0.061,
3.497,-0.063,-0.004,1.004,0.0000205,-0.000023812,-0.000012438,-0.305,0.183,-0.061,
3.507,-0.063,-0.005,1.006,0.000022,-0.000023438,-0.000012438,-0.366,0.122,0.183,
3.517,-0.062,-0.006,1.004,0.000022375,-0.000023812,-0.000012,-0.488,0.366,-0.122,
3.528,-0.063,-0.006,1.004,0.000020187,-0.000023812,-0.00001325,-0.183,0.122,0.122,
3.537,-0.064,-0.005,1.004,0.00002125,-0.000023812,-0.000011625,0,-0.061,0,
3.547,-0.064,-0.006,1.004,0.000020875,-0.000023125,-0.000012813,0.122,0.122,0.122,
3.557,-0.063,-0.004,1.005,0.000021625,-0.000024562,-0.000011625,-0.061,0.183,0,
3.567,-0.064,-0.006,1.005,0.000020187,-0.00002275,-0.000012,-0.305,0,-0.244,
3.576,-0.064,-0.006,1.005,0.00002125,-0.000024188,-0.000012,-0.061,0.061,-0.061,
3.586,-0.065,-0.006,1.004,0.000020875,-0.000023438,-0.000012438,-0.244,0.061,-0.244,
3.597,-0.065,-0.007,1.005,0.000020875,-0.000023812,-0.000012,0,0.366,0.122,
3.607,-0.062,-0.006,1.005,0.000020875,-0.000023812,-0.000012438,-0.061,0.427,0.122,
3.616,-0.063,-0.006,1.005,0.000020875,-0.000023438,-0.000011625,-0.244,0,0.183,
3.626,-0.063,-0.005,1.005,0.000020875,-0.000023125,-0.000011625,-0.427,0.427,-0.122,
3.636,-0.063,-0.005,1.004,0.000020875,-0.000024188,-0.000010812,-0.488,-0.061,0.122,
3.646,-0.065,-0.006,1.005,0.0000205,-0.000023125,-0.000011625,-0.61,0.244,-0.183,
3.655,-0.064,-0.005,1.002,0.000021625,-0.000024188,-0.000012438,-0.305,-0.183,-0.305,
3.665,-0.064,-0.006,1.004,0.00002125,-0.000023438,-0.000012813,-0.244,0.061,0,
3.676,-0.064,-0.006,1.007,0.0000205,-0.000023812,-0.000013188,-0.305,0.183,-0.122,
3.686,-0.065,-0.007,1.005,0.00002125,-0.000023438,-0.000012,0.183,0.244,-0.061,
3.696,-0.064,-0.006,1.004,0.000019438,-0.000023125,-0.000012438,-0.061,0.061,-0.122,
3.705,-0.063,-0.005,1.005,0.00002125,-0.000024188,-0.000012438,-0.366,0.183,-0.244,
3.715,-0.063,-0.005,1.004,0.0000205,-0.000023438,-0.000011187,-0.122,0.122,0.183,
3.725,-0.063,-0.004,1.005,0.0000205,-0.000025312,-0.000011625,0.061,0.305,0,
3.736,-0.063,-0.006,1.003,0.0000205,-0.000023812,-0.000011625,-0.061,-0.244,-0.122,
3.745,-0.062,-0.006,1.004,0.000022,-0.000023812,-0.000012438,-0.122,0.488,0.061,
3.755,-0.066,-0.005,1.005,0.000021625,-0.000023812,-0.000011625,-0.305,0.305,0.061,
3.765,-0.062,-0.007,1.004,0.000022,-0.000023812,-0.000012,0.061,0.244,0.366,
3.775,-0.063,-0.007,1.005,0.00002125,-0.000023438,-0.000012,0,0.427,0,
3.784,-0.066,-0.007,1.005,0.000020187,-0.000023438,-0.000012,0,-0.061,0.183,
3.794,-0.065,-0.006,1.004,0.000020875,-0.000022,-0.000012,0.122,0.183,-0.061,
3.805,-0.065,-0.007,1.003,0.000021625,-0.000023125,-0.000012,0.061,0,0.122,
3.815,-0.064,-0.007,1.005,0.00002275,-0.000023812,-0.000012438,0.244,0.183,0,
3.824,-0.063,-0.007,1.005,0.0000205,-0.000023125,-0.000012438,-0.061,0.122,-0.183,
3.834,-0.064,-0.007,1.004,0.0000205,-0.000023812,-0.000012,0.244,0,0,
3.844,-0.065,-0.006,1.004,0.000020875,-0.000023812,-0.000012438,0.305,0,0.122,
3.854,-0.064,-0.007,1.004,0.000020875,-0.000023438,-0.000012438,0.305,0.122,0.061,
3.863,-0.063,-0.006,1.003,0.0000205,-0.000024188,-0.000013188,0.305,0.244,-0.061,
3.873,-0.064,-0.005,1.007,0.0000205,-0.000023438,-0.000011625,0.305,0.061,0.122,
3.884,-0.065,-0.006,1.004,0.000019812,-0.000023125,-0.000011625,0.305,0.122,0,
3.894,-0.065,-0.006,1.003,0.0000205,-0.000024938,-0.000012813,0.61,0.061,-0.061,
3.904,-0.065,-0.006,1.004,0.00002125,-0.000023812,-0.000012438,0.061,0.122,-0.061,
3.913,-0.065,-0.005,1.003,0.00002125,-0.000023438,-0.000011625,-0.061,0.183,-0.122,
3.923,-0.063,-0.006,1.004,0.000021625,-0.000023125,-0.000011625,0.061,0.183,-0.061,
3.933,-0.065,-0.007,1.006,0.00002125,-0.000024562,-0.000012438,-0.061,-0.183,0.122,
3.944,-0.064,-0.004,1.005,0.00002125,-0.000023438,-0.000012813,0.244,0.122,0.061,
3.953,-0.065,-0.006,1.004,0.00002125,-0.000023125,-0.000012813,-0.366,0.305,-0.122,
3.963,-0.064,-0.007,1.003,0.0000205,-0.000023812,-0.000011625,0.061,0.061,0.061,
3.973,-0.064,-0.005,1.004,0.000020875,-0.000023438,-0.000012,-0.183,0.305,0.244,
3.983,-0.063,-0.006,1.005,0.000020187,-0.000024562,-0.000012438,-0.305,0.305,-0.122,
3.992,-0.063,-0.008,1.004,0.000020187,-0.000023438,-0.000012,-0.427,0.366,-0.122,
4.002,-0.064,-0.007,1.005,0.000019812,-0.000024562,-0.000012438,0,0.366,0.183,
4.013,-0.065,-0.006,1.006,0.00002125,-0.000024562,-0.000012813,-0.244,0.183,0,
4.023,-0.063,-0.005,1.005,0.000020875,-0.000023812,-0.000012438,0.122,0.183,-0.183,
4.032,-0.062,-0.006,1.007,0.000021625,-0.000024188,-0.000011187,0.183,-0.122,0.183,
4.042,-0.063,-0.006,1.006,0.000021625,-0.000023812,-0.000012813,0.183,0.061,-0.061,
4.052,-0.065,-0.006,1.005,0.0000205,-0.000024188,-0.000012813,0.244,0.183,0.061,
4.062,-0.064,-0.008,1.003,0.000019812,-0.000024562,-0.000012438,0.122,0.061,0.061,
4.071,-0.065,-0.006,1.005,0.000020875,-0.000023438,-0.000012,-0.061,-0.061,0.183,
4.081,-0.065,-0.007,1.005,0.0000205,-0.000024188,-0.000012813,0.061,0,-0.305,
4.092,-0.064,-0.007,1.005,0.000020187,-0.000023812,-0.000012438,-0.305,0,0.427,
4.102,-0.064,-0.005,1.004,0.000020875,-0.000023812,-0.000012,-0.122,-0.061,0.122,
4.112,-0.062,-0.006,1.004,0.00002125,-0.000023438,-0.000013188,-0.122,0.244,0,
4.121,-0.064,-0.006,1.005,,,,0,0.183,-0.122,
4.131,-0.064,-0.006,1.005,,,,0.244,0.244,-0.061,
4.142,-0.064,-0.005,1.004,,,,0,0.061,-0.061,
4.152,-0.064,-0.005,1.007,,,,0.183,-0.061,-0.061,
4.161,-0.064,-0.006,1.007,,,,0.244,0.061,0.061,
4.171,-0.062,-0.006,1.005,,,,0.244,0,0.122,
4.181,-0.063,-0.006,1.005,,,,0.122,0.244,0.244,
4.191,-0.064,-0.006,1.005,,,,-0.061,0.305,-0.061,
4.2,-0.064,-0.006,1.004,,,,-0.549,0.122,0.061,
4.21,-0.064,-0.005,1.006,,,,-0.122,0.244,-0.061,
4.221,-0.062,-0.006,1.002,,,,0.122,0,0.122,
4.231,-0.061,-0.006,1.004,,,,0.183,-0.122,-0.061,
4.24,-0.064,-0.006,1.003,,,,0.366,0.122,0.122,
4.25,-0.066,-0.005,1.002,,,,0.244,0.122,0.061,
4.26,-0.064,-0.006,1.005,,,,0.183,0.122,0.061,
4.27,-0.063,-0.006,1.006,,,,0.183,0.305,0,
4.281,-0.063,-0.007,1.003,,,,-0.061,0.183,0,
4.289,-0.064,-0.007,1.005,,,,-0.183,0.183,-0.122,
4.3,-0.064,-0.006,1.007,,,,-0.366,0.183,0.122,
4.31,-0.063,-0.007,1.006,,,,-0.061,0,0.061,
4.32,-0.063,-0.006,1.004,,,,-0.122,0.122,0.122,
4.329,-0.063,-0.006,1.005,,,,0,-0.183,-0.183,
4.339,-0.065,-0.007,1.003,,,,0.061,0.122,-0.061,
4.35,-0.064,-0.006,1.002,,,,0.244,0,0.122,
4.36,-0.063,-0.005,1.003,,,,-0.061,0.122,0.122,
4.369,-0.063,-0.007,1.004,,,,0,0.183,-0.183,
4.379,-0.064,-0.007,1.005,,,,0,0,-0.061,
4.389,-0.064,-0.005,1.004,,,,0.183,0.244,-0.244,
4.399,-0.063,-0.006,1.005,,,,-0.183,0.061,0.122,
4.408,-0.064,-0.007,1.004,,,,-0.427,0,-0.183,
4.418,-0.064,-0.005,1.006,,,,-0.244,0.244,0,
4.429,-0.065,-0.006,1.004,,,,-0.549,0.183,0.122,
4.439,-0.063,-0.005,1.004,,,,-0.122,0.183,0.061,
4.448,-0.062,-0.007,1.005,,,,-0.305,0.427,-0.366,
4.458,-0.064,-0.007,1.005,,,,-0.061,0.122,-0.061,
4.468,-0.064,-0.007,1.006,,,,0.061,-0.244,-0.122,
4.478,-0.063,-0.007,1.004,,,,0.061,0,-0.183,
4.489,-0.066,-0.006,1.006,,,,0.244,0,0.183,
4.497,-0.065,-0.007,1.005,,,,0.122,-0.122,-0.183,
4.508,-0.063,-0.006,1.004,,,,0.122,0.122,-0.061,
4.518,-0.064,-0.006,1.006,,,,-0.061,-0.061,-0.244,
4.528,-0.065,-0.007,1.006,,,,0,0.183,-0.244,
4.537,-0.066,-0.006,1.004,,,,0,0.183,-0.061,
4.547,-0.064,-0.007,1.006,,,,-0.061,0,0.244,
4.558,-0.064,-0.008,1.005,,,,-0.305,0.366,-0.061,
4.568,-0.065,-0.007,1.003,,,,-0.244,-0.061,-0.122,
4.577,-0.064,-0.007,1.004,,,,0,0.122,0.244,
4.587,-0.064,-0.007,1.005,,,,0.244,0.427,-0.122,
4.597,-0.065,-0.007,1.005,,,,0.244,-0.122,-0.061,
4.607,-0.064,-0.006,1.006,,,,0.61,-0.183,0.122,
4.616,-0.063,-0.007,1.007,,,,0.488,-0.244,0.122,
4.626,-0.064,-0.006,1.005,,,,0,0.366,0.244,
4.637,-0.065,-0.006,1.005,,,,0.122,0.122,0,
4.647,-0.064,-0.006,1.007,,,,0.061,0.061,-0.122,
4.656,-0.064,-0.005,1.005,,,,-0.305,0.305,-0.244,
4.666,-0.064,-0.007,1.005,,,,0.244,0.183,0.061,
4.676,-0.063,-0.007,1.004,,,,-0.183,0.183,-0.305,
4.686,-0.064,-0.005,1.004,,,,-0.122,0.122,0.122,
4.697,-0.064,-0.006,1.004,,,,-0.061,0.061,-0.061,
4.705,-0.064,-0.004,1.004,,,,-0.122,0.244,-0.183,
4.716,-0.065,-0.006,1.005,,,,-0.366,0.061,0.061,
4.726,-0.063,-0.007,1.007,,,,-0.122,0.183,-0.122,
4.736,-0.064,-0.006,1.004,,,,-0.366,-0.061,0.183,
4.745,-0.064,-0.006,1.004,,,,-0.671,0.305,0.061,
4.755,-0.064,-0.006,1.004,,,,-0.305,0,0.061,
4.766,-0.064,-0.007,1.005,,,,-0.183,0.244,-0.244,
4.776,-0.063,-0.006,1.004,,,,-0.549,0.183,0.122,
4.785,-0.063,-0.008,1.006,,,,-0.427,0.061,0,
4.795,-0.065,-0.008,1.005,,,,-0.183,0.366,-0.244,
4.805,-0.064,-0.006,1.006,,,,-0.61,0.061,-0.244,
4.815,-0.063,-0.007,1.004,,,,-0.305,0.061,-0.244,
4.824,-0.065,-0.008,1.005,,,,-0.488,0.427,0,
4.834,-0.064,-0.007,1.002,,,,-0.305,0.244,0.061,
4.845,-0.063,-0.007,1.003,,,,-0.366,0.122,0.122,
4.855,-0.064,-0.008,1.004,,,,0,0.244,0,
4.864,-0.063,-0.008,1.002,,,,-0.183,-0.061,-0.122,
4.874,-0.063,-0.006,1.005,,,,-0.305,-0.061,-0.122,
4.884,-0.064,-0.006,1.005,,,,-0.122,-0.061,0.122,
4.894,-0.063,-0.007,1.005,,,,-0.183,-0.061,-0.061,
4.905,-0.065,-0.008,1.004,,,,0.183,0.061,-0.122,
4.913,-0.064,-0.007,1.004,,,,0.244,0.122,-0.061,
4.924,-0.064,-0.008,1.003,,,,-0.183,0.122,0,
4.934,-0.066,-0.008,1.004,,,,0.061,0.183,0.061,
4.944,-0.065,-0.008,1.003,,,,-0.244,0.244,-0.183,
4.953,-0.063,-0.007,1.003,,,,-0.183,-0.061,-0.122,
4.963,-0.064,-0.006,1.003,,,,-0.061,0,0.122,
4.974,-0.066,-0.006,1.003,,,,-0.122,0.061,-0.122,
4.984,-0.064,-0.007,1.005,,,,-0.122,0.122,-0.061,
4.993,-0.063,-0.005,1.004,,,,0.244,0.122,0,
5.003,-0.063,-0.006,1.004,,,,0.183,-0.183,0.061,
5.013,-0.064,-0.007,1.002,,,,0,0,0.183,
5.023,-0.066,-0.006,1.003,,,,-0.122,0.183,-0.183,
5.032,-0.064,-0.008,1.003,,,,0.061,0,0.061,
5.042,-0.065,-0.009,1.004,,,,0.122,0.183,-0.122,
5.053,-0.064,-0.011,1.003,,,,0.183,0.122,0.122,
5.063,-0.064,-0.01,1.003,,,,0.61,-0.122,0.061,
5.072,-0.062,-0.008,1.004,,,,0.183,-0.061,0,
5.082,-0.063,-0.008,1.004,,,,-0.488,0,0.122,
5.092,-0.064,-0.007,1.003,,,,-0.244,0.183,0.061,
5.102,-0.062,-0.008,1.003,,,,-0.061,0.244,-0.061,
5.113,-0.063,-0.008,1.005,,,,0.305,0.244,-0.122,
5.121,-0.063,-0.006,1.005,,,,0.427,0.122,-0.122,
5.132,-0.064,-0.007,1.005,,,,-0.305,0.427,-0.305,
5.142,-0.063,-0.009,1.005,,,,-0.061,-0.061,-0.061,
5.152,-0.064,-0.009,1.004,,,,0.244,0.183,0.122,
5.161,-0.065,-0.008,1.005,,,,0.549,-0.305,0,
5.171,-0.065,-0.007,1.004,,,,0.366,0.061,0,
5.182,-0.063,-0.008,1.003,,,,0.183,0.061,0.305,
5.192,-0.063,-0.007,1.004,,,,-0.244,-0.061,-0.061,
5.201,-0.064,-0.007,1.006,,,,-0.244,-0.122,0.244,
5.211,-0.064,-0.008,1.004,,,,-0.122,0.061,0.122,
5.221,-0.063,-0.006,1.002,,,,0.244,-0.061,0.122,
5.231,-0.065,-0.006,1.004,,,,-0.122,0.061,-0.122,
5.24,-0.065,-0.007,1.004,,,,0.122,0.488,0.122,
5.25,-0.065,-0.008,1.006,,,,0.122,0.305,-0.183,
5.261,-0.065,-0.007,1.007,,,,0.183,0,0.122,
5.271,-0.065,-0.006,1.005,,,,0.183,0.183,0.122,
5.28,-0.062,-0.006,1.005,,,,0,0.122,0.122,
5.29,-0.064,-0.008,1.005,,,,0.122,0.366,-0.244,
5.3,-0.064,-0.008,1.003,,,,0,-0.366,-0.061,
5.31,-0.063,-0.008,1.003,,,,0,0.061,-0.366,
5.321,-0.064,-0.007,1.003,,,,-0.183,-0.122,-0.122,
5.329,-0.064,-0.01,1.004,,,,0.061,0.061,0.061,
5.34,-0.065,-0.007,1.005,,,,0.183,0.305,0.183,
5.35,-0.065,-0.007,1.004,,,,-0.061,0,-0.122,
5.36,-0.065,-0.008,1.005,,,,0,0.183,0.061,
5.369,-0.064,-0.007,1.005,,,,-0.122,0.122,0.061,
5.379,-0.063,-0.007,1.004,,,,0,0.183,-0.244,
5.39,-0.063,-0.007,1.003,,,,0.122,0.244,-0.061,
5.4,-0.063,-0.009,1.004,,,,0.305,0.305,-0.061,
5.409,-0.063,-0.008,1.005,,,,0.183,0.366,0.122,
5.419,-0.064,-0.008,1.004,,,,0.305,0.183,-0.183,
5.429,-0.063,-0.007,1.005,,,,0.122,0,0.183,
5.439,-0.064,-0.006,1.003,,,,0.122,0.061,-0.061,
5.448,-0.064,-0.006,1.004,,,,0.122,-0.122,0.183,
5.458,-0.065,-0.007,1.004,,,,-0.061,0,0.122,
5.469,-0.065,-0.006,1.006,,,,-0.122,0.366,0.122,
5.479,-0.064,-0.008,1.005,,,,0.427,0.183,0.122,
5.488,-0.064,-0.006,1.006,,,,0.061,0,0.183,
5.498,-0.066,-0.006,1.004,,,,-0.122,0.183,-0.122,
5.508,-0.064,-0.006,1.004,,,,-0.122,0.183,-0.305,
5.518,-0.064,-0.007,1.004,,,,0.366,0.061,-0.122,
5.529,-0.064,-0.008,1.003,,,,0.244,-0.122,-0.122,
5.538,-0.066,-0.008,1.003,,,,0.244,-0.061,0.061,
5.548,-0.064,-0.007,1.005,,,,0.183,0.122,-0.183,
5.558,-0.065,-0.007,1.004,,,,-0.061,0.183,-0.122,
5.568,-0.065,-0.007,1.005,,,,0.061,0.061,-0.061,
5.577,-0.064,-0.007,1.005,,,,-0.305,0.366,0,
5.587,-0.064,-0.007,1.005,,,,-0.061,-0.122,0,
5.598,-0.064,-0.008,1.006,,,,-0.183,0.488,0,
5.608,-0.062,-0.008,1.004,,,,0.366,0.122,0,
5.617,-0.064,-0.008,1.004,,,,0.061,0.183,0.122,
5.627,-0.064,-0.008,1.005,,,,-0.244,0.122,-0.244,
5.637,-0.064,-0.009,1.003,,,,0,0.427,-0.061,
5.647,-0.064,-0.009,1.005,,,,0.549,0.305,-0.122,
5.656,-0.064,-0.006,1.005,,,,0.305,0.183,0.183,
5.666,-0.063,-0.008,1.003,,,,0.183,0.183,-0.122,
5.677,-0.063,-0.009,1.006,,,,0.305,0.183,0.305,
5.687,-0.062,-0.007,1.004,,,,0,0.549,0.122,
5.696,-0.062,-0.008,1.003,,,,-0.305,0.244,-0.183,
5.706,-0.064,-0.007,1.006,,,,-0.122,0.061,0,
5.716,-0.064,-0.007,1.004,,,,0.671,0,0.183,
5.726,-0.064,-0.006,1.003,,,,0.671,-0.305,0.244,
5.737,-0.063,-0.007,1.004,,,,-0.244,0.183,0,
5.746,-0.064,-0.008,1.005,,,,-0.122,0.122,-0.061,
5.756,-0.063,-0.008,1.005,,,,0,0.122,0.122,
5.766,-0.065,-0.006,1.004,,,,0.305,-0.061,0.183,
5.776,-0.064,-0.006,1.003,,,,0.122,0.061,0.122,
5.785,-0.064,-0.006,1.003,,,,0.305,0.061,0.122,
5.795,-0.064,-0.008,1.004,,,,0.427,-0.305,0.061,
5.806,-0.064,-0.007,1.004,,,,0.244,0,-0.061,
5.816,-0.062,-0.007,1.004,,,,0.305,-0.061,0.183,
5.825,-0.063,-0.007,1.005,,,,0.061,0.305,-0.061,
5.835,-0.065,-0.007,1.005,,,,0.244,0,-0.122,
5.845,-0.063,-0.008,1.005,,,,-0.305,0.122,-0.183,
5.855,-0.064,-0.006,1.004,,,,0.061,0,0.122,
5.864,-0.063,-0.007,1.005,,,,0.122,0.244,-0.244,
5.874,-0.064,-0.008,1.005,,,,0.183,0.122,0.305,
5.885,-0.063,-0.007,1.003,,,,-0.122,-0.061,0.061,
5.895,-0.063,-0.008,1.004,,,,-0.305,0.122,0.061,
5.905,-0.064,-0.009,1.003,,,,-0.122,0.244,-0.061,
5.914,-0.063,-0.009,1.003,,,,0.305,0.244,-0.061,
5.924,-0.063,-0.008,1.004,,,,0.183,-0.122,0.061,
5.934,-0.062,-0.007,1.003,,,,-0.305,0,-0.061,
5.945,-0.063,-0.008,1.005,,,,-0.183,0.122,-0.061,
